Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
1982 w bayshore rd #110,East palo alto,Santa-Clara-County,Ca,94303,950000.0,51,71.0,3.0,2.0,1369.0,Condo,2002.0,Active
872 linden dr,Santa clara,Santa-Clara-County,Ca,95050,1325000.0,80,83.0,4.0,2.0,1550.0,Duplex,1948.0,Active
1757 hillsdale ave,San jose,Santa-Clara-County,Ca,95124,899999.0,81,61.0,3.0,1.0,1060.0,Single family residential,1954.0,Active
2332 patricia dr,Santa clara,Santa-Clara-County,Ca,95050,1375000.0,75,83.0,4.0,2.0,1868.0,Duplex,1956.0,Active
49 s 20th st,San jose,Santa-Clara-County,Ca,95116,1790000.0,87,85.0,5.0,3.5,2327.0,Single family residential,2022.0,Active
725 dartmouth pl,Gilroy,Santa-Clara-County,Ca,95020,948999.0,51,66.0,4.0,2.0,2014.0,Single family home,1976.0,Active
1167 fairfield ave,Santa clara,Santa-Clara-County,Ca,95050,1200000.0,85,76.0,2.0,1.0,1248.0,Single family home,1950.0,Active
2233 benton st,Santa clara,Santa-Clara-County,Ca,95050,1125000.0,83,81.0,3.0,1.0,1025.0,Single family home,1950.0,Active
58 saron ave,San jose,Santa-Clara-County,Ca,95116,888000.0,71,65.0,3.0,1.0,946.0,Single family home,1940.0,Active
744 mendecino way,Morgan hill,Santa-Clara-County,Ca,95037,799000.0,12,36.0,2.0,1.5,1734.0,Condo,1979.0,Active
3001 ruby ave,San jose,Santa-Clara-County,Ca,95135,1629888.0,73,57.0,4.0,3.5,2447.0,Townhouse,2013.0,Active
5568 snowdon pl,San jose,Santa-Clara-County,Ca,95138,2798000.0,5,5.0,4.0,3.5,3107.0,Single family home,1996.0,Active
19964 portal plz,Cupertino,Santa-Clara-County,Ca,95014,999000.0,85,77.0,2.0,2.5,1326.0,Condo,1982.0,Active
17231 crothers rd,San jose,Santa-Clara-County,Ca,95127,1499000.0,3,4.0,3.0,2.0,2070.0,Single family home,1924.0,Active
1515 north milpitas blvd #117,Milpitas,Santa-Clara-County,Ca,95035,379000.0,73,73.0,3.0,2.0,1188.0,Double-wide mobile home,2001.0,Active
812 catkin ct,San jose,Santa-Clara-County,Ca,95128,555000.0,46,55.0,2.0,2.0,922.0,Condo,1988.0,Active
968 delmas ave,San jose,Santa-Clara-County,Ca,95125,2498000.0,75,95.0,4.0,3.5,2780.0,Single family home,1909.0,Active
1062 cathcart way,Stanford,Santa-Clara-County,Ca,94305,2650000.0,23,82.0,3.0,2.5,2880.0,Single family home,1970.0,Active
1720 halford ave #221,Santa clara,Santa-Clara-County,Ca,95051,650000.0,83,66.0,2.0,2.0,983.0,Condo,1970.0,Active
1443 kilchoan ct,San jose,Santa-Clara-County,Ca,95122,799999.0,23,41.0,4.0,2.0,1417.0,Single family home,1964.0,Active
Jardin way,Gilroy,Santa-Clara-County,Ca,95020,989000.0,34,65.0,4.0,2.5,2212.0,Single family home,2011.0,Active
13360 montebello rd,Cupertino,Santa-Clara-County,Ca,95014,2888000.0,5,1.0,4.0,3.0,3196.0,Single family home,1983.0,Active
15001 briggs ct,Los gatos,Santa-Clara-County,Ca,95032,1871625.0,69,70.0,2.0,2.5,1626.0,Condo,2021.0,Active
2891 homestead rd,Santa clara,Santa-Clara-County,Ca,95051,2888888.0,75,80.0,3.0,1.0,1500.0,Single family home,1920.0,Active
2819 agate dr,Santa clara,Santa-Clara-County,Ca,95051,1249000.0,34,65.0,3.0,1.0,1144.0,Single family home,1954.0,Active
961 thornton way,San jose,Santa-Clara-County,Ca,95128,1948000.0,56,61.0,3.0,1.5,1725.0,Single family home,1948.0,Active
1740 e william st,San jose,Santa-Clara-County,Ca,95116,925000.0,73,60.0,4.0,2.0,1464.0,Duplex,1959.0,Active
6062 pipit way,Gilroy,Santa-Clara-County,Ca,95020,1148888.0,4,40.0,4.0,2.5,2164.0,Single family home,2016.0,Active
123 mountain spgs #123,San jose,Santa-Clara-County,Ca,95136,289995.0,27,42.0,3.0,2.0,1440.0,Double-wide mobile home,1976.0,Active
11140 mount hamilton rd,San jose,Santa-Clara-County,Ca,95140,2350000.0,12,4.0,1.0,1.0,1200.0,Single family home,1984.0,Active
261 ronan ave,Gilroy,Santa-Clara-County,Ca,95020,888000.0,49,73.0,4.0,2.5,2140.0,Single family home,2000.0,Active
347 el portal way,San jose,Santa-Clara-County,Ca,95123,1398888.0,63,59.0,4.0,2.0,1676.0,Single family home,1972.0,Active
1156 california cir,Milpitas,Santa-Clara-County,Ca,95035,978000.0,46,63.0,2.0,2.5,1236.0,Townhouse,2018.0,Active
6370 snowberry ct,Gilroy,Santa-Clara-County,Ca,95020,1199000.0,8,46.0,6.0,3.0,3247.0,Single family home,1997.0,Active
227 ada ave unit m,Mountain view,Santa-Clara-County,Ca,94043,1448800.0,64,88.0,3.0,2.5,1460.0,Townhouse,1982.0,Active
9160 e paseo tranquillo,Gilroy,Santa-Clara-County,Ca,95020,1988000.0,2,1.0,4.0,3.5,2858.0,Single family home,2011.0,Active
Undisclosed address,Gilroy,Santa-Clara-County,Ca,95020,1070000.0,3,44.0,4.0,2.5,1856.0,Single family residential,2023.0,Active
1268 sierra mar dr,San jose,Santa-Clara-County,Ca,95118,1639990.0,66,70.0,5.0,3.0,2300.0,Single family residential,1956.0,Active
761 promenade ln,San jose,Santa-Clara-County,Ca,95138,1799999.0,10,46.0,4.0,3.0,2535.0,Single family home,1997.0,Active
11275 chula vista ave,San jose,Santa-Clara-County,Ca,95127,1899000.0,0,10.0,5.0,2.5,2587.0,Single family home,1952.0,Active
631 troon ct,Milpitas,Santa-Clara-County,Ca,95035,2799000.0,46,65.0,4.0,3.0,2913.0,Single family home,1997.0,Active
356 santana row #319,San jose,Santa-Clara-County,Ca,95128,2298000.0,88,80.0,3.0,3.5,2368.0,Condo,2002.0,Active
6527 timberview ct,San jose,Santa-Clara-County,Ca,95120,2488000.0,32,38.0,4.0,4.0,3034.0,Single family home,1983.0,Active
317 e julian st,San jose,Santa-Clara-County,Ca,95112,1249000.0,85,95.0,4.0,3.0,1626.0,Single family home,1920.0,Active
17590 depot st #306,Morgan hill,Santa-Clara-County,Ca,95037,974500.0,88,84.0,3.0,2.0,2099.0,Condo,2017.0,Active
560 n 20th st,San jose,Santa-Clara-County,Ca,95112,869999.0,56,82.0,2.0,1.0,991.0,Single family home,1906.0,Active
0 fillmore st,Santa clara,Santa-Clara-County,Ca,95054,1298900.0,56,74.0,4.0,4.5,3500.0,Single family home,2023.0,Active
2740 fontaine rd,San jose,Santa-Clara-County,Ca,95121,749999.0,34,39.0,4.0,2.0,1292.0,Townhouse,1973.0,Active
1730 e william st,San jose,Santa-Clara-County,Ca,95116,942000.0,77,60.0,4.0,2.0,1464.0,Duplex,1959.0,Active
1538 ford ave,San jose,Santa-Clara-County,Ca,95110,749999.0,76,77.0,2.0,1.0,712.0,Single family home,1915.0,Active
922 mountain ash ter #2,Sunnyvale,Santa-Clara-County,Ca,94086,1390000.0,60,78.0,2.0,2.0,1232.0,Condo,2022.0,Active
835 lilac ter #7,Sunnyvale,Santa-Clara-County,Ca,94086,1450000.0,79,77.0,2.0,2.5,1444.0,Condo,2022.0,Active
200 ford rd #2,San jose,Santa-Clara-County,Ca,95138,375000.0,55,76.0,3.0,2.0,1296.0,Double-wide mobile home,2022.0,Active
1225 vienna dr #317,Sunnyvale,Santa-Clara-County,Ca,94089,305500.0,54,72.0,5.0,3.0,1750.0,Single-wide mobile home,1973.0,Active
2779 aldworth dr,San jose,Santa-Clara-County,Ca,95148,2188888.0,27,37.0,5.0,2.5,2243.0,Single family home,1979.0,Active
19331 saffron dr,Morgan hill,Santa-Clara-County,Ca,95037,1338000.0,16,57.0,4.0,3.0,2126.0,Single family home,2006.0,Active
352 nature dr,San jose,Santa-Clara-County,Ca,95123,1550000.0,72,63.0,6.0,4.0,2599.0,Duplex,1979.0,Active
1075 space park way #221,Mountain view,Santa-Clara-County,Ca,94043,189900.0,15,71.0,2.0,2.0,1200.0,Double-wide mobile home,1966.0,Active
1228 clark st,San jose,Santa-Clara-County,Ca,95125,2349888.0,73,96.0,4.0,3.0,2080.0,Single family home,2022.0,Active
14345 saratoga ave #27,Saratoga,Santa-Clara-County,Ca,95070,759000.0,81,58.0,1.0,1.0,925.0,Condo,1962.0,Active
2355 sunrise dr,San jose,Santa-Clara-County,Ca,95124,1750000.0,65,70.0,4.0,4.0,1989.0,Single family home,1959.0,Active
361 jai dr,San jose,Santa-Clara-County,Ca,95119,1225000.0,45,46.0,2.0,2.0,1076.0,Single family home,1970.0,Active
635 - 637 w latimer ave,Campbell,Santa-Clara-County,Ca,95008,1599000.0,70,77.0,5.0,3.5,2444.0,Multi-family (2-4 unit),1973.0,Active
1345 river st,Santa cruz,Santa-Cruz-County,Ca,95060,1395000.0,18,68.0,3.0,2.0,2058.0,Single family home,1974.0,Active
101 shell dr #84,Watsonville,Santa-Cruz-County,Ca,95076,1200000.0,3,22.0,1.0,1.0,800.0,Condo,1973.0,Active
1139 callas ln #3,Capitola,Santa-Cruz-County,Ca,95010,650000.0,44,69.0,2.0,1.0,935.0,Condo,1977.0,Active
4735 clares st,Capitola,Santa-Cruz-County,Ca,95010,1299000.0,79,88.0,3.0,2.5,1700.0,Single family home,1997.0,Active
118 library ln,Santa cruz,Santa-Cruz-County,Ca,95062,895000.0,92,100.0,2.0,2.0,1215.0,Townhouse,1996.0,Active
326 seascape resort dr,Aptos,Santa-Cruz-County,Ca,95003,630000.0,56,32.0,0.0,1.0,512.0,Condo,1993.0,Active
499 cloudview dr,Watsonville,Santa-Cruz-County,Ca,95076,710000.0,57,80.0,2.0,2.0,1232.0,Single family home,1980.0,Active
230 w hilton dr,Boulder creek,Santa-Cruz-County,Ca,95006,1089950.0,7,29.0,3.0,2.0,1686.0,Single family home,1976.0,Active
9984 love creek rd,Ben lomond,Santa-Cruz-County,Ca,95005,1299000.0,27,10.0,3.0,2.5,2372.0,Single family home,2005.0,Active
20 carriage ln,Scotts valley,Santa-Cruz-County,Ca,95066,939000.0,62,40.0,3.0,2.5,1547.0,Townhouse,1987.0,Active
225 pacifica blvd #101,Watsonville,Santa-Cruz-County,Ca,95076,300000.0,76,76.0,0.0,1.0,477.0,Condo,2006.0,Active
21951 bear creek way,Los gatos,Santa-Cruz-County,Ca,95033,1150000.0,0,2.0,3.0,2.5,2470.0,Single family home,1980.0,Active
546 37th ave,Santa cruz,Santa-Cruz-County,Ca,95062,1598000.0,76,94.0,2.0,1.5,820.0,Single family home,1998.0,Active
834 pine flat rd,Santa cruz,Santa-Cruz-County,Ca,95060,1899000.0,2,3.0,3.0,3.0,3000.0,Single family home,1990.0,Active
6 laurel ct,Watsonville,Santa-Cruz-County,Ca,95076,599999.0,64,69.0,3.0,1.0,987.0,Single family home,1954.0,Active
32 pelican pt #32,Watsonville,Santa-Cruz-County,Ca,95076,995000.0,2,26.0,2.0,1.5,1080.0,Condo,1972.0,Active
127 viki ct,Scotts valley,Santa-Cruz-County,Ca,95066,1275000.0,80,63.0,3.0,3.0,1718.0,Single family home,1986.0,Active
211 lake ct,Aptos,Santa-Cruz-County,Ca,95003,1795000.0,54,44.0,3.0,2.0,1298.0,Single family home,1961.0,Active
405 palmer ave,Aptos,Santa-Cruz-County,Ca,95003,2195000.0,63,58.0,3.0,3.0,1415.0,Single family home,1959.0,Active
125 southampton ln unit a,Santa cruz,Santa-Cruz-County,Ca,95062,1185000.0,54,66.0,2.0,2.0,1375.0,Townhouse,1984.0,Active
1520 hall ranch rd,Santa cruz,Santa-Cruz-County,Ca,95065,1299000.0,0,5.0,4.0,3.0,2490.0,Single family home,1977.0,Active
4130 nova dr,Santa cruz,Santa-Cruz-County,Ca,95062,1895000.0,88,96.0,4.0,3.0,1132.0,Single family home,1948.0,Active
1000 green valley rd,Watsonville,Santa-Cruz-County,Ca,95076,1875000.0,13,31.0,4.0,2.0,2512.0,Single family home,1904.0,Active
2750 fern flat rd,Aptos,Santa-Cruz-County,Ca,95003,1699000.0,0,11.0,4.0,3.5,3252.0,Single family home,1989.0,Active
212 bayview ct,Aptos,Santa-Cruz-County,Ca,95003,1399000.0,65,53.0,2.0,2.0,1282.0,Single family home,1972.0,Active
680 dove ln,Corralitos,Santa-Cruz-County,Ca,95076,1299000.0,65,65.0,4.0,3.0,3086.0,Single family home,1997.0,Active
212 poplar st,Aptos,Santa-Cruz-County,Ca,95003,895000.0,39,67.0,1.0,1.5,900.0,Single family home,1988.0,Active
106 elva dr,Aptos,Santa-Cruz-County,Ca,95003,1595000.0,52,39.0,3.0,2.5,3000.0,Single family home,2023.0,Active
816 western dr,Santa cruz,Santa-Cruz-County,Ca,95060,2350000.0,30,49.0,5.0,3.5,2658.0,Single family home,1998.0,Active
108 limestone ln,Santa cruz,Santa-Cruz-County,Ca,95060,2150000.0,23,73.0,4.0,3.0,3289.0,Single family home,1983.0,Active
127 roger dr,Santa cruz,Santa-Cruz-County,Ca,95060,1695000.0,49,62.0,3.0,2.0,1472.0,Single family home,1960.0,Active
2601 willowbrook ln #15,Aptos,Santa-Cruz-County,Ca,95003,685000.0,56,47.0,1.0,1.0,834.0,Condo,1988.0,Active
425 prospect hts,Santa cruz,Santa-Cruz-County,Ca,95065,949000.0,30,74.0,3.0,2.5,1774.0,Single family home,1951.0,Active
122 ginkgo rd,Aptos,Santa-Cruz-County,Ca,95003,499000.0,20,49.0,3.0,2.0,1440.0,Single family home,1974.0,Active
417 polo ranch rd,Scotts valley,Santa-Cruz-County,Ca,95066,2328880.0,23,42.0,5.0,4.5,3831.0,Townhouse,2023.0,Active
2400 7th ave,Santa cruz,Santa-Cruz-County,Ca,95062,1399000.0,70,95.0,3.0,2.0,1831.0,Single family home,1933.0,Active
902 pellegrini st,Santa cruz,Santa-Cruz-County,Ca,95062,1195000.0,60,88.0,3.0,2.0,1501.0,Single family home,1978.0,Active
564 hillcrest dr,Felton,Santa-Cruz-County,Ca,95018,1299000.0,24,21.0,4.0,3.0,1900.0,Single family home,1921.0,Active
115 carbonera ct,Santa cruz,Santa-Cruz-County,Ca,95060,1350000.0,10,24.0,3.0,2.5,2011.0,Single family home,1987.0,Active
1190 7th ave #42,Santa cruz,Santa-Cruz-County,Ca,95062,449000.0,62,82.0,2.0,2.0,1440.0,Mobile/manufactured home,1966.0,Active
254 blue ridge dr,Boulder creek,Santa-Cruz-County,Ca,95006,699000.0,14,21.0,3.0,2.0,1140.0,Single family home,2005.0,Active
113 new st,Santa cruz,Santa-Cruz-County,Ca,95060,1095000.0,99,99.0,0.0,1.0,1200.0,Single family home,1939.0,Active
11691 alta via dr,Brookdale,Santa-Cruz-County,Ca,95007,699000.0,19,10.0,4.0,2.0,1700.0,Single family home,1922.0,Active
193 pine ave,Felton,Santa-Cruz-County,Ca,95018,599000.0,5,18.0,0.0,1.0,400.0,Single family home,1972.0,Active
105 sylvar st,Santa cruz,Santa-Cruz-County,Ca,95060,2595000.0,95,83.0,7.0,4.5,3698.0,Single family home,1887.0,Active
550 nicasio way,Soquel,Santa-Cruz-County,Ca,95073,1399000.0,0,5.0,3.0,2.5,2339.0,Single family home,1989.0,Active
516 cedar st,Aptos,Santa-Cruz-County,Ca,95003,1395000.0,57,46.0,2.0,1.0,1083.0,Single family home,1948.0,Active
235 apple knoll dr,Boulder creek,Santa-Cruz-County,Ca,95006,799999.0,2,17.0,2.0,2.0,1306.0,Single family home,1950.0,Active
1009 via tornasol,Aptos,Santa-Cruz-County,Ca,95003,949999.0,28,29.0,2.0,2.0,1263.0,Condo,1974.0,Active
1190 scenic dr,Felton,Santa-Cruz-County,Ca,95018,1399000.0,4,17.0,3.0,3.0,2924.0,Single family home,1993.0,Active
201 maple st,Santa cruz,Santa-Cruz-County,Ca,95060,1799000.0,98,99.0,4.0,4.0,2218.0,Fourplex,1850.0,Active
4820 opal cliff dr #102,Capitola,Santa-Cruz-County,Ca,95010,1590000.0,77,78.0,2.0,1.0,903.0,Condo,1975.0,Active
206 e hilton dr,Boulder creek,Santa-Cruz-County,Ca,95006,429000.0,7,20.0,1.0,1.0,576.0,Condo,1973.0,Active
5411 freedom blvd,Aptos,Santa-Cruz-County,Ca,95003,995000.0,9,29.0,2.0,2.0,1080.0,Single family home,1961.0,Active
10200 west dr,Felton,Santa-Cruz-County,Ca,95018,1600000.0,3,1.0,4.0,4.5,3093.0,Single family home,2016.0,Active
120 walti st,Santa cruz,Santa-Cruz-County,Ca,95060,1150000.0,78,93.0,3.0,2.0,1665.0,Townhouse,2006.0,Active
606 15th ave,Santa cruz,Santa-Cruz-County,Ca,95062,1199000.0,76,84.0,3.0,2.0,950.0,Single family home,1982.0,Active
750 47th ave #39,Capitola,Santa-Cruz-County,Ca,95010,179000.0,77,78.0,1.0,1.0,460.0,Single-wide mobile home,1960.0,Active
210 farley dr,Aptos,Santa-Cruz-County,Ca,95003,2595000.0,45,47.0,4.0,3.5,2505.0,Single family home,2022.0,Active
180 dakota ave #36,Santa cruz,Santa-Cruz-County,Ca,95060,498000.0,90,99.0,2.0,1.0,720.0,Condo,1973.0,Active
430 creekside way,Felton,Santa-Cruz-County,Ca,95018,725000.0,5,1.0,2.0,1.0,985.0,Single family home,1940.0,Active
11905 skyline blvd,Los gatos,Santa-Cruz-County,Ca,95033,2430000.0,0,2.0,4.0,3.5,4187.0,Single family home,1988.0,Active
2165 upper scenic dr,Felton,Santa-Cruz-County,Ca,95018,850000.0,1,16.0,3.0,2.0,1177.0,Single family home,1970.0,Active
410 monte sereno,Watsonville,Santa-Cruz-County,Ca,95076,1399000.0,0,6.0,5.0,2.5,3741.0,Single family home,1980.0,Active
1180 warren dr,Santa cruz,Santa-Cruz-County,Ca,95060,1250000.0,2,0.0,3.0,2.0,2200.0,Single family home,2016.0,Active
77 crespi #77,Watsonville,Santa-Cruz-County,Ca,95076,399500.0,77,54.0,2.0,2.0,1440.0,Double-wide mobile home,1990.0,Active
3553&3551 mission dr,Santa cruz,Santa-Cruz-County,Ca,95065,2150000.0,53,50.0,3.0,2.0,1844.0,Single family home,1991.0,Active
4425 clares #72,Capitola,Santa-Cruz-County,Ca,95010,399000.0,83,88.0,2.0,2.0,1536.0,Double-wide mobile home,1972.0,Active
200 hidden creek ln,Santa cruz,Santa-Cruz-County,Ca,95060,1750000.0,6,18.0,3.0,2.5,2608.0,Single family home,1973.0,Active
401 canon del sol,La selva beach,Santa-Cruz-County,Ca,95076,1595000.0,7,3.0,2.0,2.5,1798.0,Townhouse,1988.0,Active
15050 fern ave,Boulder creek,Santa-Cruz-County,Ca,95006,680000.0,0,17.0,3.0,2.0,1084.0,Single family home,1955.0,Active
444 whispering pnes #63,Scotts valley,Santa-Cruz-County,Ca,95066,545000.0,53,42.0,3.0,2.0,1504.0,Double-wide mobile home,2004.0,Active
151 marine parade,Santa cruz,Santa-Cruz-County,Ca,95062,1999000.0,81,84.0,3.0,4.0,1932.0,Fourplex,1947.0,Active
1519 hidden terrace ct,Santa cruz,Santa-Cruz-County,Ca,95062,815000.0,76,93.0,2.0,2.0,1109.0,Townhouse,1983.0,Active
2354 felt st,Santa cruz,Santa-Cruz-County,Ca,95062,1574999.0,60,88.0,6.0,4.0,1802.0,Single family home,1937.0,Active
182 alta dr,La selva beach,Santa-Cruz-County,Ca,95076,2100000.0,25,18.0,3.0,2.0,1729.0,Single family home,1960.0,Active
425 canon del sol,La selva beach,Santa-Cruz-County,Ca,95076,1595000.0,7,3.0,3.0,2.5,1917.0,Townhouse,1988.0,Active
270 hames rd #63,Corralitos,Santa-Cruz-County,Ca,95076,429000.0,15,11.0,2.0,2.0,1200.0,Double-wide mobile home,1975.0,Active
12260 indian trail rd,Los gatos,Santa-Cruz-County,Ca,95033,1750000.0,0,9.0,4.0,4.0,3183.0,Single family residential,1988.0,Active
1815 sommerfeld st,Santa cruz,Santa-Cruz-County,Ca,95062,1350000.0,83,89.0,3.0,2.0,1334.0,Single family home,1964.0,Active
232 san lorenzo blvd,Santa cruz,Santa-Cruz-County,Ca,95060,895000.0,89,96.0,2.0,1.5,1357.0,Single family home,1942.0,Active
351 acorn dr,Boulder creek,Santa-Cruz-County,Ca,95006,399000.0,3,10.0,2.0,1.0,960.0,Single family home,1963.0,Active
614-a bonita dr unit a,Aptos,Santa-Cruz-County,Ca,95003,1120000.0,20,36.0,3.0,3.0,1596.0,Single family home,1955.0,Active
389 corralitos rd,Watsonville,Santa-Cruz-County,Ca,95076,2499999.0,22,45.0,4.0,3.0,3280.0,Single family home,2002.0,Active
24 blake ln,Scotts valley,Santa-Cruz-County,Ca,95066,1250000.0,65,61.0,3.0,2.5,1820.0,Single family home,2020.0,Active
302 rio del mar blvd,Aptos,Santa-Cruz-County,Ca,95003,1895000.0,54,39.0,5.0,3.0,1878.0,Single family home,1963.0,Active
2265 paul minnie ct,Santa cruz,Santa-Cruz-County,Ca,95062,1799000.0,68,94.0,4.0,2.5,2201.0,Single family home,2023.0,Active
158 seascape ridge dr,Aptos,Santa-Cruz-County,Ca,95003,899000.0,19,23.0,2.0,2.0,1199.0,Condo,1989.0,Active
100 n rodeo gulch rd #50,Soquel,Santa-Cruz-County,Ca,95073,649900.0,56,61.0,2.0,2.0,1091.0,Double-wide mobile home,2022.0,Active
642 bronte ave,Watsonville,Santa-Cruz-County,Ca,95076,495000.0,54,79.0,2.0,1.0,967.0,Single family residence,1970.0,Active
100 n rodeo gulch rd #75,Soquel,Santa-Cruz-County,Ca,95073,619250.0,56,61.0,3.0,2.0,1020.0,Double-wide mobile home,2010.0,Active
1198 pine flat rd,Santa cruz,Santa-Cruz-County,Ca,95060-9752,1330000.0,5,7.0,5.0,2.5,3125.0,Single family residential,1986.0,Active
15 carlene ct,Freedom,Santa-Cruz-County,Ca,95019,775000.0,41,74.0,3.0,2.0,1416.0,Single family home,1959.0,Active
30 fred ct,Scotts valley,Santa-Cruz-County,Ca,95066,1695000.0,64,40.0,3.0,2.5,2709.0,Single family residence,1989.0,Active
2500 charlene ln,Santa cruz,Santa-Cruz-County,Ca,95062,927900.0,42,62.0,3.0,1.5,1153.0,Townhouse,1986.0,Active
400 eagle rd,Scotts valley,Santa-Cruz-County,Ca,95066,1675000.0,2,8.0,4.0,3.0,2123.0,Single family home,1994.0,Active
8325 fremont ave,Ben lomond,Santa-Cruz-County,Ca,95005,868000.0,26,29.0,2.0,1.0,936.0,Single family home,1971.0,Active
17 mound ave,Mount hermon,Santa-Cruz-County,Ca,95041,625000.0,24,35.0,2.0,1.0,638.0,Single family home,1915.0,Active
11120 lake blvd,Felton,Santa-Cruz-County,Ca,95018,885000.0,2,1.0,2.0,2.0,1200.0,Single family home,1975.0,Active
5035 soquel dr,Soquel,Santa-Cruz-County,Ca,95073,950000.0,81,69.0,1.0,1.0,944.0,Single family home,1930.0,Active
21970 bear creek way,Los gatos,Santa-Cruz-County,Ca,95033,546885.0,0,2.0,1.0,1.0,1177.0,Single family home,1969.0,Active
1940 waterman gap loop,Boulder creek,Santa-Cruz-County,Ca,95006,699000.0,0,6.0,3.0,2.0,1342.0,Single family home,1989.0,Active
110 glen canyon rd,Santa cruz,Santa-Cruz-County,Ca,95060,1800000.0,9,24.0,3.0,3.0,2489.0,Single family home,1966.0,Active
398 juanita rd,Boulder creek,Santa-Cruz-County,Ca,95006,750000.0,1,16.0,3.0,2.0,1116.0,Single family home,1972.0,Active
473 canon del sol,La selva beach,Santa-Cruz-County,Ca,95076,1695000.0,7,3.0,3.0,2.5,1761.0,Townhouse,1988.0,Active
8335 w zayante rd,Felton,Santa-Cruz-County,Ca,95018,2200000.0,9,7.0,3.0,3.5,3005.0,Single family home,1894.0,Active
1520 42nd ave #2,Capitola,Santa-Cruz-County,Ca,95010,724500.0,89,91.0,2.0,1.0,890.0,Townhouse,1972.0,Active
222 timberwood rd,Boulder creek,Santa-Cruz-County,Ca,95006,730000.0,0,1.0,3.0,2.0,1900.0,Single family home,1985.0,Active
500-510 valencia school rd,Aptos,Santa-Cruz-County,Ca,95003,2250000.0,7,13.0,2.0,2.0,1852.0,Single family home,1992.0,Active
112 vista prieta ct,Santa cruz,Santa-Cruz-County,Ca,95062,275000.0,59,94.0,1.0,1.0,600.0,Condo,1986.0,Active
128 prospect st,Watsonville,Santa-Cruz-County,Ca,95076,579000.0,80,67.0,2.0,1.0,825.0,Single family home,1929.0,Active
12 firethorne way,Watsonville,Santa-Cruz-County,Ca,95076,840000.0,66,53.0,3.0,2.5,1612.0,Single family home,1999.0,Active
226 cayuga st,Santa cruz,Santa-Cruz-County,Ca,95062,1400000.0,86,98.0,2.0,2.5,880.0,Single family home,1924.0,Active
100 n rodeo gulch rd #37,Soquel,Santa-Cruz-County,Ca,95073,697000.0,56,61.0,2.0,2.0,1400.0,Double-wide mobile home,1999.0,Active
2350 fern flat rd,Aptos,Santa-Cruz-County,Ca,95003,1395000.0,1,11.0,3.0,2.0,1766.0,Single family home,1982.0,Active
915 lockewood ln,Scotts valley,Santa-Cruz-County,Ca,95066,1225000.0,11,23.0,3.0,2.0,1692.0,Single family home,1963.0,Active
11 alton way,Watsonville,Santa-Cruz-County,Ca,95076,839000.0,81,82.0,4.0,3.0,2199.0,Single family home,1946.0,Active
2395 delaware ave #156,Santa cruz,Santa-Cruz-County,Ca,95060,415000.0,18,78.0,2.0,2.0,1524.0,Double-wide mobile home,1971.0,Active
180 26th ave,Santa cruz,Santa-Cruz-County,Ca,95062,2480000.0,54,81.0,3.0,2.5,1880.0,Single family home,2000.0,Active
2426 chittenden rd,San juan bautista,Santa-Cruz-County,Ca,95045,550000.0,6,0.0,3.0,1.5,864.0,Single family home,1992.0,Active
724 brewington ave,Watsonville,Santa-Cruz-County,Ca,95076,825000.0,73,59.0,2.0,2.0,1846.0,Single family home,1939.0,Active
20 pasatiempo dr,Santa cruz,Santa-Cruz-County,Ca,95060,2890000.0,18,32.0,3.0,2.5,2454.0,Single family home,1990.0,Active
520 lincoln st,Watsonville,Santa-Cruz-County,Ca,95076,689000.0,83,82.0,4.0,2.0,1289.0,Single family home,1908.0,Active
10640 vera ave,Felton,Santa-Cruz-County,Ca,95018,440000.0,1,0.0,2.0,1.0,1006.0,Single family home,1931.0,Active
3243 ashwood way unit ~,Soquel,Santa-Cruz-County,Ca,95073,550000.0,40,65.0,2.0,2.0,1170.0,Double-wide mobile home,1998.0,Active
719 darwin st,Santa cruz,Santa-Cruz-County,Ca,95062,1799000.0,92,100.0,2.0,1.0,1065.0,Condo,1946.0,Active
1811 49th ave,Capitola,Santa-Cruz-County,Ca,95010,1797000.0,83,89.0,3.0,2.0,1024.0,Single family home,1934.0,Active
104 shady oak,Scotts valley,Santa-Cruz-County,Ca,95066,2024880.0,23,42.0,5.0,4.5,3380.0,Single family residential,2022.0,Active
938 freedom blvd,Watsonville,Santa-Cruz-County,Ca,95076,899000.0,82,69.0,3.0,2.0,974.0,Single family home,1914.0,Active
230 carrol ave,Felton,Santa-Cruz-County,Ca,95018,599650.0,0,0.0,1.0,1.0,632.0,Single family home,1936.0,Active
105 greenwood rd,Boulder creek,Santa-Cruz-County,Ca,95006,549000.0,8,18.0,1.0,1.0,828.0,Single family home,1945.0,Active
102 hillcrest ter,Santa cruz,Santa-Cruz-County,Ca,95060,1595000.0,67,74.0,4.0,3.5,3037.0,Single family home,2007.0,Active
170 terry loop,Watsonville,Santa-Cruz-County,Ca,95076,699500.0,77,53.0,3.0,2.5,1320.0,Townhouse,1984.0,Active
520 laguna crk,Los gatos,Santa-Cruz-County,Ca,95033,489000.0,0,0.0,2.0,2.0,1500.0,Single family home,1978.0,Active
1151 spring hills dr,Watsonville,Santa-Cruz-County,Ca,95076,2250000.0,1,14.0,2.0,2.0,1200.0,Single family home,2016.0,Active
